"cislo strany","nazov strany","cislo kandidata",meno,priezvisko,tituly,vek,povolania,mesto
6,"SME RODINA - Boris Kollár",77,Radoslav,Balický,,29,doručovateľ,Snina
6,"SME RODINA - Boris Kollár",78,Peter,Socha,,36,"konateľ spoločnosti",Bratislava
6,"SME RODINA - Boris Kollár",79,Juraj,Mikler,Ing.,41,živnostník,"Zlaté Moravce"
6,"SME RODINA - Boris Kollár",80,Boris,Kuzmický,Bc.,37,podnikateľ,Nitra
6,"SME RODINA - Boris Kollár",81,Dalibor,Kravárik,,42,manažér,Bratislava
6,"SME RODINA - Boris Kollár",82,Roman,Živojinov,,40,podnikateľ,Sereď
6,"SME RODINA - Boris Kollár",83,Peter,Hricko,Bc.,34,športovec,Margecany
6,"SME RODINA - Boris Kollár",84,Igor,Hurčík,,64,dôchodca,Bratislava
6,"SME RODINA - Boris Kollár",85,Dušan,Božek,Mgr.,47,podnikateľ,"Nové Zámky"
6,"SME RODINA - Boris Kollár",86,Andrea,Čajkovičová,,44,živnostníčka,Pezinok
6,"SME RODINA - Boris Kollár",87,Dušan,Daxner,,36,"oblastný manažér",Babiná
6,"SME RODINA - Boris Kollár",88,Róbert,Láska,,24,"študent VŠ","Ostrý Grúň"
6,"SME RODINA - Boris Kollár",89,Karol,Hanic,Ing.,46,ekonóm,Piešťany
6,"SME RODINA - Boris Kollár",90,Patrik,Svediak,Mgr.;MBA,40,podnikateľ,Lučenec
6,"SME RODINA - Boris Kollár",91,Tomáš,Lonc,Ing.,30,manažér,Žilina
6,"SME RODINA - Boris Kollár",92,Adriana,Kovácsová,Mgr.,49,"odborná referentka",Bratislava
6,"SME RODINA - Boris Kollár",93,Dalibor,Steindl,Ing.,39,"projektový manažér",Martin
6,"SME RODINA - Boris Kollár",94,Patrik,Polakovič,,35,podnikateľ,Levice
6,"SME RODINA - Boris Kollár",95,Peter,Nagy,BA.,35,podnikateľ,Šurany
6,"SME RODINA - Boris Kollár",96,Ingrid,Janotková,Mgr.,48,psychoterapeutka,Prešov
6,"SME RODINA - Boris Kollár",97,Jozef,Leško,,28,podnikateľ,Prešov
6,"SME RODINA - Boris Kollár",98,Libuša,Valúchová,PaedDr.,56,"riaditeľka CVČ","Veľký Meder"
6,"SME RODINA - Boris Kollár",99,Eduard,Moravčík,Ing.,59,manažér,"Liptovský Mikuláš"
6,"SME RODINA - Boris Kollár",100,Miroslav,Bauer,Ing.,54,živnostník,Bratislava
6,"SME RODINA - Boris Kollár",101,Andrea,Darnadiová,,36,"hlavná účtovníčka",Senec
6,"SME RODINA - Boris Kollár",102,Peter,Šutlák,,44,podnikateľ,Bratislava
6,"SME RODINA - Boris Kollár",103,Ľuboš,Drgáň,,28,"obchodný zástupca",Trstená
6,"SME RODINA - Boris Kollár",104,Milan,Remenár,Ing.,43,"IT expert",Trnava
6,"SME RODINA - Boris Kollár",105,Peter,Kunc,,26,podnikateľ,Ruskov
6,"SME RODINA - Boris Kollár",106,Martin,Bradáč,Bc.,26,"manažér predaja",Rožňava
6,"SME RODINA - Boris Kollár",107,Martin,Červenka,,40,podnikateľ,Nitra
6,"SME RODINA - Boris Kollár",108,Milan,Molnár,Mgr.,43,"riaditeľ ZŠ",Lučenec
6,"SME RODINA - Boris Kollár",109,Štefan,Kevély,,47,opatrovateľ,"Veľký Kýr"
6,"SME RODINA - Boris Kollár",110,Zuzana,Mrkávková,Ing.,35,ekonómka,Košice
6,"SME RODINA - Boris Kollár",111,František,Reiner,,24,hudobník,Bratislava
6,"SME RODINA - Boris Kollár",112,Marek,Gliganič,,35,živnostník,"Nižná Rybnica"
6,"SME RODINA - Boris Kollár",113,Nataša,Bittnerová,Ing.,54,podnikateľka,Košice
6,"SME RODINA - Boris Kollár",114,Jana,Demčíková,Mgr.,34,živnostníčka,Bunkovce
6,"SME RODINA - Boris Kollár",115,Erika,Theodorakakuová,,44,"oblastná manažérka",Košice
6,"SME RODINA - Boris Kollár",116,Ján,Polomský,,35,podnikateľ,Varín
6,"SME RODINA - Boris Kollár",117,Juraj,Ivanička,Ing.,54,živnostník,Nitra
6,"SME RODINA - Boris Kollár",118,Milan,Vetrák,,41,"pracovník SBS",Brezno
6,"SME RODINA - Boris Kollár",119,Patrik,Pavuk,Ing.,26,"technický inžinier",Prešov
6,"SME RODINA - Boris Kollár",120,Zuzana,Šimová,,50,predavačka,"Matejovce nad Hornádom"
6,"SME RODINA - Boris Kollár",121,Ľuboš,Šuca,,32,živnostník,"Spišská Nová Ves"
6,"SME RODINA - Boris Kollár",122,Janka,Petriková,Mgr.,53,nezamestnaná,Prešov
6,"SME RODINA - Boris Kollár",123,Roman,Štefánik,,43,živnostník,Prešov
6,"SME RODINA - Boris Kollár",124,Zlatica,Bocchini,Ing.,37,"obchodná manažérka",Myjava
6,"SME RODINA - Boris Kollár",125,Helena,Ufnárová,Mgr.,48,"pôrodná asistentka",Humenné
6,"SME RODINA - Boris Kollár",126,Barbora,Slezáková,,30,manažérka,"Svätý Jur"
6,"SME RODINA - Boris Kollár",127,Anna,Marťáková,,57,"invalidná dôchodkyňa","Kostoľany nad Hornádom"
6,"SME RODINA - Boris Kollár",128,Marcel,Šejvl,Mgr.,52,"vedúci oddelenia",Michalovce
6,"SME RODINA - Boris Kollár",129,Marek,Zemko,,34,manažér,Košice
6,"SME RODINA - Boris Kollár",130,Marián,Oravec,Ing.,34,"samostatne hospodáriaci roľník",Košice
6,"SME RODINA - Boris Kollár",131,Viera,Paľovčíková,,42,"manažérka prevádzky",Martin
6,"SME RODINA - Boris Kollár",132,Milan,Hulvej,,21,účtovník,Poprad
6,"SME RODINA - Boris Kollár",133,František,Kmec,,37,"bezpečnostný technik",Kysak
6,"SME RODINA - Boris Kollár",134,Richard,Rosival,,35,"mestský policajt",Košice
6,"SME RODINA - Boris Kollár",135,Róbert,Husár,,57,živnostník,Nitra
6,"SME RODINA - Boris Kollár",136,Branislav,Petrík,,35,"manažér maloobchodu","Veľký Folkmar"
6,"SME RODINA - Boris Kollár",137,Andrej,Michňák,,35,živnostník,"Šarišské Dravce"
6,"SME RODINA - Boris Kollár",138,Ján,Jedinák,,25,programátor,Kežmarok
6,"SME RODINA - Boris Kollár",139,Ján,Kalafús,Bc.,23,živnostník,Kalinovo
6,"SME RODINA - Boris Kollár",140,Ľuboslav,Chvasta,,53,živnostník,Michalovce
6,"SME RODINA - Boris Kollár",141,František,Štofík,,35,podnikateľ,Snina
6,"SME RODINA - Boris Kollár",142,Ondrej,Štefik,Ing.,34,"štátny zamestnanec",Košice
6,"SME RODINA - Boris Kollár",143,František,Maslo,,30,"obchodný reprezentant",Ružomberok
6,"SME RODINA - Boris Kollár",144,Jaroslav,Kolibík,,51,hasič;záchranár,Zvolen
6,"SME RODINA - Boris Kollár",145,Roman,Frankovský,Ing.,29,"interný audítor","Spišská Stará Ves"
6,"SME RODINA - Boris Kollár",146,Vladimír,Melicher,,45,podnikateľ,Drietoma
6,"SME RODINA - Boris Kollár",147,Rastislav,Kveták,Ing.,39,manažér,Bratislava
6,"SME RODINA - Boris Kollár",148,Naďa,Čičáková,,51,živnostníčka,Bratislava
6,"SME RODINA - Boris Kollár",149,Ján,Dzurik,,28,podnikateľ,Košice
6,"SME RODINA - Boris Kollár",150,Juraj,Vavrík,RNDr.,56,analytik,Bratislava
7,"Strana zelených Slovenska",1,Natália,Hanulíková,Mgr.,26,psychologička,Bratislava
7,"Strana zelených Slovenska",2,Martin,Čulen,MUDr.,65,lekár,Senica
7,"Strana zelených Slovenska",3,Dana,Kobidová,MUDr.,33,lekárka,Zvolen
7,"Strana zelených Slovenska",4,Rastislav,Velček,JUDr.,37,právnik,Bratislava
7,"Strana zelených Slovenska",5,Nora,Pániková,,41,ochranárka,Bratislava
7,"Strana zelených Slovenska",6,Milan,Kováčik,JUDr.,60,"odborný radca",Trenčín
7,"Strana zelených Slovenska",7,Oľga,Hrušková,,54,robotníčka,Tvrdošín
7,"Strana zelených Slovenska",8,Roman,Kollár,BBA.,25,ochranár,Bratislava
7,"Strana zelených Slovenska",9,Darina,Križáková,Bc.,23,študentka,Čachtice
7,"Strana zelených Slovenska",10,Juraj,Kukučka,Ing.,69,technik,Zvolen
7,"Strana zelených Slovenska",11,Erika,Malatincová,,43,"zdravotná asistentka","Zvolenská Slatina"
7,"Strana zelených Slovenska",12,Martin,Valent,Mgr.,57,režisér,Bratislava
7,"Strana zelených Slovenska",13,Mária,Štekláčová,Mgr.,59,"stredoškolská učiteľka",Čachtice
7,"Strana zelených Slovenska",14,Ľuboš,Michalík,PaedDr.,57,učiteľ,"Zlaté Moravce"
7,"Strana zelených Slovenska",15,Darina,Ninisová,,48,"starostka obce",Ovčiarsko
7,"Strana zelených Slovenska",16,Michal,Vavro,Mgr.,44,"športový tréner",Bratislava
7,"Strana zelených Slovenska",17,Marta,Gašparovičová,,58,ekonómka,Ružomberok
7,"Strana zelených Slovenska",18,Milan,Branický,RNDr.;CSc.,75,"vysokoškolský pedagóg",Žilina
7,"Strana zelených Slovenska",19,Jarmila,Petrovičová,Ing.,41,"odborná radkyňa","Dubnica nad Váhom"
7,"Strana zelených Slovenska",20,Gabriel,Gajdoš,Ing.,53,"stavebný inžinier",Košice
7,"Strana zelených Slovenska",21,Silvia,Mackovičová,Ing.,49,pamiatkárka,Bratislava
7,"Strana zelených Slovenska",22,Anton,Juriš,Ing.,74,enviromentalista,Piešťany
7,"Strana zelených Slovenska",23,Mária,Tomanová,,46,"asistentka starostu","Chorvátsky Grob"
7,"Strana zelených Slovenska",24,Miroslav,Kollár,,51,podnikateľ,Košice
7,"Strana zelených Slovenska",25,Sára,Hanulíková,BBA.,24,študentka,Bratislava
7,"Strana zelených Slovenska",26,Tomáš,Figa,Mgr.,33,"mediálny konzultant",Zvolen
7,"Strana zelených Slovenska",27,Andrea,Benková,,41,"zdravotná sestra",Zohor
7,"Strana zelených Slovenska",28,Kristián,Hoffmann,Mgr.,38,prírodovedec;geograf,Žilina
7,"Strana zelených Slovenska",29,Janka,Ritomská,MUDr.,46,"posudková lekárka",Bratislava
7,"Strana zelených Slovenska",30,Ioan,Brencus,,49,"pracovník Slovenskej plavby",Bratislava
7,"Strana zelených Slovenska",31,Katarína,Gašparíková,,38,flóristka,Trenčín
7,"Strana zelených Slovenska",32,Milan,Antalík,Ing.,56,projektant,Bratislava
7,"Strana zelených Slovenska",33,Viera,Sebinová,Bc.,31,učiteľka,Zvolen
7,"Strana zelených Slovenska",34,Jozef,Grondžák,,51,návrhár,Bratislava
7,"Strana zelených Slovenska",35,Veronika,Vágnerová,Mgr.,29,učiteľka,Zvolen
7,"Strana zelených Slovenska",36,Lukáš,Majer,,30,zvukár,Bratislava
7,"Strana zelených Slovenska",37,Zdenka,Sluková,,45,"diplomovaná fyzioterapeutka",Zvolen
7,"Strana zelených Slovenska",38,Milan,Proksa,,63,chovateľ;ochranár,Nitra
7,"Strana zelených Slovenska",39,Mária,Bednárová,PaedDr.,56,pedagogička,Častkovce
7,"Strana zelených Slovenska",40,Michal,Poruban,,29,technik,Trenčín
7,"Strana zelených Slovenska",41,Beata,Bakajszová,Ing.,28,manažérka,Košice
7,"Strana zelených Slovenska",42,Anton,Kráľovič,Bc.,26,programátor,"Svätý Anton"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",1,Ondrej,Klokoč,,39,manažér,Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",2,Roman,Ruhig,Mgr.,45,právnik,Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",3,Andrej,Trnovec,RNDr.,52,mediátor,Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",4,Pavel,Marko,Ing.,58,dôchodca,Vlkanová
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",5,Andrej,Richnák,Ing.,30,ekonóm,Trnava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",6,Renáta,Knezović,PhDr.;PhD.,50,"vysokoškolská pedagogička",Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",7,Peter,Futáš,"Doc. Ing.;PhD.",38,"vysokoškolský pedagóg",Košice
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",8,Rudolf,Steigauf,,44,dôchodca,Revúca
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",9,Mária,Javoreková,Ing.,47,ekonómka,Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",10,Gabriela,Lacušová,PhDr.,59,"riaditeľka denného stacionára","Vranov nad Topľou"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",11,Vladimír,Malý,Ing.,65,"ekonóm zahraničného obchodu",Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",12,Peter,Molnár,,45,živnostník,Hamuliakovo
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",13,Ľubica,Krekáňová,MUDr.,61,lekárka,Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",14,Rastislav,Kuzma,,39,živnostník,Havaj
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",15,Anna,Plačková,PhDr.;PhD.,64,učiteľka,Sládkovičovo
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",16,Patrícia,Brestovanská,Mgr.,28,"regionálna redaktorka",Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",17,Miroslav,Pilčik,Mgr.,58,"špeciálny pedagóg",Košice
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",18,Milan,Kyseľ,Mgr.,27,technik,Zeleneč
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",19,Adriána,Mašková,Mgr.,47,tútorka,Pozdišovce
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",20,Soňa,Bilková,,26,"matka na materskej dovolenke","Nové Zámky"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",21,Monika,Matláková,Mgr.,32,"špecialistka logistiky",Podvysoká
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",22,Iveta,Kurillová,Ing.,47,"obchodná zástupkyňa",Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",23,Marian,Kňažko,Ing.,51,redaktor,"Považská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",24,Jozef,Bocan,Ing.;PhD.,57,"VŠ pedagóg",Košice
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",25,Jozef,Gajdoš,Mgr.,42,"zamestnanec samosprávy",Lipany
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",26,Viera,"Lea Slivková",Mgr.,50,"štátna zamestnankyňa","Horný Vadičov"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",27,Richard,Burkovský,Ing.,51,projektant;ekológ,"Banská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",28,Milan,Prašovský,,40,"pracovník bezpečnostnej služby","Banská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",29,Jozef,Košičiar,Mgr.,62,učiteľ,Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",30,Estera,Sásiková,,63,dôchodkyňa,"Banská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",31,Jozef,Valovič,,43,zoraďovač,Častkovce
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",32,Helena,Štibelová,PaedDr.,56,pedagogička,Kuzmice
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",33,Anna,Krčmáriková,,50,predavačka,Skalité
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",34,Juraj,Galbavý,Ing.,43,"lesný inžinier",Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",35,Ferdinand,Pethö,Mgr.,37,advokát,Ružomberok
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",36,Viliam,Zopp,Ing.,77,"strojný inžinier",Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",37,Anna,Jablonovská,,63,dôchodkyňa,Poprad
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",38,Jozef,Leško,Ing.,63,živnostník,Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",39,Ľubomír,Zubčák,Ing.,58,"lesný inžinier",Zvolen
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",40,Zuzana,Gallová,,60,"stavebná projektantka",Poprad
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",41,Vladimír,Rosinský,,55,"vedúci predajne","Banská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",42,Ľubomír,Takáč,,37,živnostník,Rožňava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",43,Dušan,Ďuriška,Ing.,54,projektant,Kameňany
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",44,Dušan,Kečkéš,Bc.,24,účtovník,Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",45,Igor,Ďurana,,52,živnostník,"Banská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",46,Peter,Kolároci,,36,živnostník;spisovateľ,Prievidza
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",47,Oto,Bača,,41,vodič,"Dlhé Stráže"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",48,Jozef,Jendrek,Mgr.,36,"súkromný podnikateľ",Ostrovany
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",49,Dušan,Pohorelec,Ing.,40,projektant,Korytárky
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",50,Vladimír,Šipoš,,52,výtvarník,"Stará Ľubovňa"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",51,Juraj,Pivka,Ing.,68,geodet,"Banská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",52,Marek,Lipovský,,30,živnostník,Pata
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",53,Martin,Režňák,,24,účtovník,Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",54,Jana,Pokorná,Mgr.,36,učiteľka,Košice
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",55,Ján,Jambrich,,57,technik,"Banská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",56,Jozef,Petrus,,58,lesník,"Žabokreky nad Nitrou"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",57,Ján,Dilík,,68,"hokejový tréner","Banská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",58,Ivan,Ťapušík,Ing.,44,projektant;taxátor,Nitra
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",59,Roman,Štrba,,50,manažér,"Banská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",60,Oxana,Tkáčová,Ing.,49,"autorizovaná statička",Martin
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",61,Ondrej,Drugda,Ing.,70,dôchodca,Lučenec
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",62,Peter,Podmajerský,,39,"obchodný manažér",Myjava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",63,Peter,Pánik,Ing.,64,dôchodca,Lučenec
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",64,Štefan,Miščík,,28,"správca siete;programátor",Sabinov
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",65,Pavol,Goda,,57,"odborný lesný hospodár","Želovce Dominik"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",66,,ngyal,,26,nezamestnaný,Zeleneč
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",67,František,Kelemen,Ing.,56,"samostatný projektant",Lučenec
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",68,Ondrej,Kaduk,,36,betonár,Čaňa
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",69,Jozef,Žabka,,68,technik,"Banská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",70,Dagmar,Krajčovičová,Ing.,52,ekonómka,Trnava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",71,Jaroslav,Fehérvári,,49,živnostník,Prievidza
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",72,Igor,Lacko,,57,"sólista opery","Banská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",73,Milan,Gunár,,55,nezamestnaný,"Blatné Remety"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",74,Mária,Slivová,Mgr.,49,"referentka miezd a personalistiky",Trnava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",75,Ján,Hiraj,,51,stavbyvedúci,"Rimavská Sobota"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",76,Darina,Lorinčáková,,54,manažérka,Košice
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",77,Priska,Tóthová,Ing.,74,dôchodkyňa,Galanta
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",78,Jozef,Choluj,,42,robotník,Skalité
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",79,Gabriela,Balajová,,49,živnostníčka,Trenčín
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",80,Daniela,Dlasková,,62,dôchodkyňa,Trenčín
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",81,Ján,Petrík,,63,dôchodca,"Banská Bystrica"
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",82,Jozefína,Hatalová,,67,dôchodkyňa,Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",83,Eva,Opinová,,57,"finančná poradkyňa",Prešov
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",84,Anna,Luterančíková,,56,"zamestnankyňa samosprávy",Prešov
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",85,Viliam,Sedlák,Ing.,68,manažér,Prešov
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",86,Jozef,Magač,,55,masér,Brezovka
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",87,Branislav,Kubica,,45,cukrár,Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",88,Jaroslav,Podolák,,68,dôchodca,Bratislava
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",89,Oľga,Grozdaničová,Ing.,53,"podnikateľka v dietológii",Rovinka
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",90,Jozef,Danko,,75,živnostník,Poprad
8,"KOALÍCIA SPOLOČNE ZA SLOVENSKO",91,Jozef,Sásik,Ing.,57,"znalec v odbore lesníctvo","Banská Bystrica"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",1,Csaba,Fehér,,39,historik,Komárno
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",2,István,Mázik,PhDr.,58,"kultúrno-výchovný pracovník",Fiľakovo
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",3,Károly,Drapák,Ing.,66,dôchodca,Mužla
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",4,Peter,Havasi,,66,redaktor,Košice
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",5,Oľga,Mrvová,,51,"zdravotná pracovníčka",Bratislava
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",6,Peter,Gornyitzki,Mgr.,44,podnikateľ,"Streda nad Bodrogom"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",7,Ajnacska,"B. Nagy",,41,politologička,"Dolný Pial"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",8,Attila,Kardoš,,61,"krajský prednosta rómskej iniciatívy","Bátorove Kosihy"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",9,Gergely,Bartók,,23,študent,"Turňa nad Bodvou"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",10,František,Turanský,PaedDr.,56,"riaditeľ školy","Malý Kamenec"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",11,Štefan,Juhász,,59,podnikateľ,Šíd
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",12,Ladislav,Bartók,Ing.,64,"projektový manažér","Turňa nad Bodvou"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",13,Ján,Allarám,Mgr.,27,učiteľ,Šahy
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",14,Eva,Jurčáková,,32,učiteľka,"Veľké Trakany"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",15,Katarína,Botlóová,Mgr.,60,"špecialistka pre verejné obstarávanie",Bratislava
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",16,Marcel,Fagyas,,39,starosta,Vrbovka
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",17,František,Timko,,62,podnikateľ,"Streda nad Bodrogom"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",18,Ladislav,Morvay,Ing.,55,podnikateľ,Bratislava
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",19,Melinda,Vicena,Ing.,31,ekonómka,"Svätý Peter"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",20,Csaba,Káposztás,Ing.,46,energetik,"Turňa nad Bodvou"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",21,Viktor,Muššák,Ing.,63,dôchodca,Košice
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",22,Mónika,Maráz,,35,"učiteľka MŠ",Komárno
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",23,Alexander,Végh,Ing.,26,"strojný inžinier",Večelkov
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",24,František,Kendi,,55,dôchodca,Svätuše
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",25,Jácint,Kecskeméti,Mgr.,30,praktikant,Štúrovo
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",26,Jozef,Sárközi,,31,"peňažný špecialista",Komárno
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",27,Anna,Doczyová,,49,podnikateľka,Viničky
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",28,Nora,Borbélyová,,36,podnikateľka,"Dunajská Streda"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",29,Olivér,Nagy,,57,"vedúci pracoviska","Veľké Trakany"
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",30,Tomáš,Kovács,Ing.,25,"bezpečnostný manažér",Večelkov
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",31,Gábor,Piski,,53,"invalidný dôchodca",Obid
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",32,Jozef,Pál,,62,"stavebný technik",Fiľakovo
9,"Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség",33,Magdaléna,Dobóová,,55,ekonómka,"Malé Trakany"
